发震日期（北京时间）,经度(°),纬度(°),震源深度(Km),震级类型,震级,震中位置,事件类型
2010-11-27 02:16:08,52.08,28.99,6,Ms,4.4,伊朗南部,天然地震
2010-11-26 21:27:33,51.74,28.06,10,Ms,4.3,波斯湾,天然地震
2010-11-26 20:33:40,52.60,28.10,8,Ms,5.5,伊朗南部,天然地震
2010-11-21 23:58:35,52.60,34.60,14,Ms,4.1,伊朗,天然地震
2010-11-18 05:37:53,61.62,20.21,23,Ms,4.4,阿拉伯海,天然地震
2010-11-16 21:19:14,56.54,27.60,31,Ms,4.0,伊朗南部,天然地震
2010-11-16 18:50:31,36.20,37.40,10,Ms,4.6,土耳其,天然地震
2010-11-15 07:08:18,34.92,36.33,10,Ms,4.7,塞浦路斯,天然地震
2010-11-14 02:24:56,9.06,35.30,11,Ms,4.9,突尼斯,天然地震
2010-11-12 17:37:19,67.03,30.35,33,Ms,4.0,巴基斯坦,天然地震
2010-11-12 06:20:03,55.43,27.74,30,Ms,4.6,伊朗南部,天然地震
2010-11-12 04:07:59,27.40,37.80,9,Ms,4.9,多德卡尼斯群岛,天然地震
2010-11-11 21:37:27,57.00,27.70,10,Ms,4.6,伊朗南部,天然地震
2010-11-11 00:07:48,-29.04,42.83,10,Ms,4.9,亚速尔群岛地区,天然地震
2010-11-10 21:49:01,56.35,27.96,11,Ms,4.6,伊朗南部,天然地震
2010-11-07 15:56:29,20.20,41.90,10,mb,4.5,阿尔巴尼亚,天然地震
2010-11-06 16:38:05,46.20,43.20,33,Ms,4.1,高加索东部,天然地震
2010-11-06 11:52:18,48.90,33.40,15,Ms,4.7,伊朗西部,天然地震
2010-11-06 07:00:51,60.39,37.40,5,mb,3.9,伊朗---苏联边境地区,天然地震
2010-11-05 09:12:59,38.60,20.20,30,mB,4.8,红海,天然地震
2010-11-05 05:09:04,20.50,43.80,10,Ms,4.9,南斯拉夫,天然地震
2010-11-04 03:56:13,59.80,29.20,40,Ms,4.4,伊朗南部,天然地震
2010-11-04 02:13:08,13.32,40.43,441,mB,4.8,第勒尼安海,天然地震
2010-11-03 10:51:26,26.42,40.24,10,Ms,5.2,爱琴海,天然地震
2010-11-03 08:56:53,20.54,44.14,10,Ms,5.5,南斯拉夫,天然地震
2010-10-28 17:22:15,50.46,29.85,23,Ms,4.7,波斯湾,天然地震
2010-10-25 20:59:14,-28.90,50.00,10,Ms,4.9,北大西洋海岭,天然地震
2010-10-25 15:40:39,23.04,34.81,22,Ms,4.8,地中海,天然地震
2010-10-24 05:58:54,-24.10,63.20,10,Ms,5.1,冰岛地区,天然地震
2010-10-24 04:38:29,-23.65,64.06,10,Ms,5.0,冰岛地区,天然地震
2010-10-23 14:17:40,21.47,40.23,11,Ms,4.9,希腊---阿尔巴尼亚边境地区,天然地震
2010-10-22 23:38:11,-35.20,55.40,17,Ms,5.0,北大西洋,天然地震
2010-10-22 17:08:26,49.10,38.30,26,Ms,4.8,伊朗西北部,天然地震
2010-10-22 16:34:23,48.38,37.97,45,Ms,4.4,伊朗西北部,天然地震
2010-10-22 16:00:32,48.40,38.12,15,Ms,4.7,伊朗西北部,天然地震
2010-10-18 01:55:01,20.57,39.83,4,Ms,4.9,希腊---阿尔巴尼亚边境地区,天然地震
2010-10-16 01:54:01,-27.33,47.58,4,Ms,5.0,北大西洋海岭,天然地震
2010-10-14 17:08:27,29.60,36.10,30,Ms,4.1,地中海东部,天然地震
2010-10-11 08:34:32,21.60,42.40,2,Ms,4.5,南斯拉夫,天然地震
2010-10-11 03:17:50,22.20,35.30,10,Ms,4.6,地中海,天然地震
2010-10-10 03:04:47,22.20,38.12,27,Ms,4.7,希腊南部,天然地震
2010-10-07 09:21:24,65.90,28.80,10,Ms,4.7,巴基斯坦,天然地震
2010-10-04 01:49:06,28.20,40.80,2,mB,4.7,土耳其,天然地震
2010-10-03 23:35:29,25.82,34.74,35,Ms,4.6,克里特岛,天然地震
2010-10-03 23:20:55,25.92,34.72,28,Ms,4.9,克里特岛,天然地震
2010-9-30 13:31:18,25.84,45.36,133,mB,4.8,罗马尼亚,天然地震
2010-9-30 12:30:54,26.11,34.33,40,Ms,4.8,地中海东部,天然地震
2010-9-27 19:22:42,51.70,29.70,18,Ms,5.9,伊朗南部,天然地震
2010-9-27 08:28:13,-32.63,58.43,5,Ms,5.1,北大西洋,天然地震
2010-9-27 08:16:11,-32.67,58.07,5,Ms,5.1,北大西洋,天然地震
2010-9-27 08:08:41,-32.80,57.70,5,Ms,5.1,北大西洋,天然地震
2010-9-21 12:15:20,27.00,35.20,26,Ms,4.3,克里特岛,天然地震
2010-9-21 10:09:21,26.77,35.70,15,Ms,4.6,克里特岛,天然地震
2010-9-17 18:17:01,38.14,37.99,9,Ms,4.7,土耳其,天然地震
2010-9-16 03:57:56,56.80,30.80,2,Ms,4.4,伊朗,天然地震
2010-9-14 22:34:55,-40.90,31.70,10,Ms,5.0,北大西洋海岭,天然地震
2010-9-11 10:04:02,26.61,34.22,29,mB,4.7,地中海东部,天然地震
2010-9-10 05:22:31,25.53,33.59,30,Ms,4.5,地中海东部,天然地震
2010-9-09 18:31:02,-30.15,59.15,15,Ms,5.1,北大西洋,天然地震
2010-9-08 20:33:24,52.43,27.62,25,Ms,5.0,波斯湾,天然地震
2010-9-07 10:11:01,53.97,27.30,22,Ms,4.8,伊朗南部,天然地震
2010-9-02 03:28:03,57.52,36.61,14,mB,4.9,伊朗,天然地震
2010-8-30 20:57:42,-32.51,58.39,9,Ms,5.0,北大西洋,天然地震
2010-8-28 08:46:59,54.75,39.50,36,Ms,4.5,土库曼,天然地震
2010-8-28 08:29:05,54.43,35.60,26,Ms,4.7,伊朗,天然地震
2010-8-28 03:23:43,54.19,35.44,6,Ms,6.1,伊朗,天然地震
2010-8-28 03:12:59,54.19,39.33,10,Ms,4.2,土库曼,天然地震
2010-8-22 18:22:59,20.46,37.70,10,Ms,5.4,爱奥尼亚海,天然地震
2010-8-19 14:57:24,-35.60,53.77,6,Ms,4.9,北大西洋,天然地震
2010-8-17 23:59:56,67.18,27.13,35,Ms,4.2,巴基斯坦,天然地震
2010-8-16 20:54:45,15.00,38.30,10,mb,4.8,西西里岛,天然地震
2010-8-15 20:11:47,20.74,37.54,36,Ms,4.7,爱奥尼亚海,天然地震
2010-8-15 04:18:06,66.85,28.60,40,Ms,5.0,巴基斯坦,天然地震
2010-8-14 01:03:53,-32.90,37.10,6,Ms,4.7,亚速尔群岛地区,天然地震
2010-8-13 20:08:41,-33.00,36.90,6,Ms,5.0,亚速尔群岛地区,天然地震
2010-8-13 18:55:26,-33.00,36.90,6,Ms,4.8,亚速尔群岛地区,天然地震
2010-8-13 15:58:45,-32.90,36.90,6,Ms,5.3,亚速尔群岛地区,天然地震
2010-8-13 14:28:10,-33.00,37.10,6,Ms,5.0,亚速尔群岛地区,天然地震
2010-8-13 14:16:25,-33.00,37.10,10,Ms,5.2,亚速尔群岛地区,天然地震
2010-8-13 13:40:45,-32.80,37.00,10,Ms,5.1,亚速尔群岛地区,天然地震
2010-8-13 13:23:23,-32.90,37.10,6,Ms,4.7,亚速尔群岛地区,天然地震
2010-8-13 12:11:00,-32.90,37.00,6,Ms,4.9,亚速尔群岛地区,天然地震
2010-8-12 17:46:02,20.60,39.50,10,Ms,4.7,希腊---阿尔巴尼亚边境地区,天然地震
2010-8-12 10:23:01,27.60,39.70,4,Ms,4.5,土耳其,天然地震
2010-8-12 01:26:21,57.51,38.01,6,Ms,4.8,伊朗---苏联边境地区,天然地震
2010-8-11 18:47:48,20.07,40.06,5,Ms,4.7,希腊---阿尔巴尼亚边境地区,天然地震
2010-8-11 17:06:41,55.19,26.93,21,Ms,4.5,伊朗南部,天然地震
2010-8-08 17:14:58,23.60,40.50,12,Ms,4.7,希腊,天然地震
2010-8-08 17:00:22,22.67,40.66,10,Ms,4.7,希腊,天然地震
2010-8-08 12:06:30,24.36,34.89,16,Ms,4.7,克里特岛,天然地震
2010-8-07 03:15:49,51.28,29.23,34,Ms,4.2,波斯湾,天然地震
2010-8-06 14:59:58,53.90,26.90,48,Ms,4.3,伊朗南部,天然地震
2010-8-06 10:37:42,24.73,34.37,28,Ms,4.8,地中海,天然地震
2010-8-06 02:54:12,-6.10,32.40,10,Ms,4.9,摩洛哥,天然地震
2010-8-03 15:40:04,21.40,38.90,31,Ms,4.6,希腊,天然地震
2010-7-31 14:52:51,56.35,29.67,4,Ms,5.5,伊朗南部,天然地震
2010-7-30 21:50:12,59.63,35.42,10,Ms,5.5,伊朗,天然地震
2010-7-26 01:06:12,29.65,36.30,10,Ms,4.3,地中海东部,天然地震
2010-7-24 20:34:14,53.90,26.80,20,Ms,4.6,伊朗南部,天然地震
2010-7-23 08:56:41,57.08,37.89,12,Ms,4.5,伊朗,天然地震
2010-7-22 04:12:13,29.97,34.64,15,mB,5.0,地中海东部,天然地震
2010-7-21 03:50:08,53.80,27.00,10,Ms,5.3,伊朗南部,天然地震
2010-7-21 03:38:02,53.07,26.94,10,Ms,5.8,波斯湾,天然地震
2010-7-20 15:20:03,49.99,31.42,5,Ms,4.5,伊朗西部,天然地震
2010-7-20 11:10:22,21.74,36.27,28,Ms,4.8,地中海,天然地震
2010-7-20 01:45:40,62.57,27.72,37,Ms,4.8,伊朗南部,天然地震
2010-7-17 02:53:07,23.90,39.40,3,Ms,4.9,希腊,天然地震
2010-7-16 16:10:59,26.90,36.80,165,mB,5.1,多德卡尼斯群岛,天然地震
2010-7-13 11:18:07,21.67,36.51,33,Ms,4.7,希腊南部,天然地震
2010-7-10 06:15:05,19.48,41.19,17,Ms,4.8,亚得里亚海,天然地震
2010-7-06 10:56:58,62.00,21.80,10,Ms,4.4,阿拉伯海,天然地震
2010-7-04 13:04:26,37.20,40.40,10,mb,4.4,土耳其,天然地震
2010-7-02 22:08:16,25.79,35.66,40,mB,4.8,克里特岛,天然地震
2010-6-30 11:02:03,-27.97,47.33,10,Ms,4.9,北大西洋海岭,天然地震
2010-6-27 05:43:25,25.42,33.46,56,mB,4.8,利比亚海岸近海,天然地震
2010-6-26 03:28:02,26.40,35.50,2,mB,4.8,克里特岛,天然地震
2010-6-23 19:47:49,63.20,25.32,10,Ms,4.6,巴基斯坦海岸近海,天然地震
2010-6-21 07:13:49,16.37,43.93,33,Ms,4.4,亚得里亚海,天然地震
2010-6-20 21:34:49,53.35,27.63,10,Ms,4.2,伊朗南部,天然地震
2010-6-16 04:30:45,21.60,64.40,10,Ms,4.0,芬兰,天然地震
2010-6-14 12:14:47,57.10,28.30,10,Ms,4.2,伊朗南部,天然地震
2010-6-10 01:29:37,46.08,44.19,15,Ms,4.4,高加索东部,天然地震
2010-6-10 01:25:50,45.22,44.39,18,Ms,4.5,高加索西部,天然地震
2010-6-08 23:16:05,25.92,45.86,108,mB,4.7,罗马尼亚,天然地震
2010-6-08 06:21:06,67.78,35.95,17,Ms,3.8,兴都库什地区,天然地震
2010-6-07 01:48:54,57.00,28.50,15,Ms,3.9,伊朗南部,天然地震
2010-6-06 20:20:57,24.80,35.60,63,Ms,4.5,克里特岛,天然地震
2010-6-06 00:59:15,66.00,28.29,5,Ms,4.9,巴基斯坦,天然地震
2010-6-05 14:42:04,-29.23,50.66,10,Ms,4.8,北大西洋海岭,天然地震
2010-6-05 02:44:52,16.31,42.39,23,Ms,4.3,意大利南部,天然地震
2010-6-03 12:53:29,50.40,40.70,39,Ms,4.8,高加索东部,天然地震
2010-5-30 03:05:08,20.92,37.53,42,Ms,4.3,爱奥尼亚海,天然地震
2010-5-28 09:50:56,56.54,28.50,55,Ms,4.2,伊朗南部,天然地震
2010-5-27 09:29:53,67.58,34.25,5,Ms,4.4,阿富汗,天然地震
2010-5-26 22:22:18,30.00,36.70,10,Ms,4.5,土耳其,天然地震
2010-5-25 18:09:04,-35.90,35.30,10,Ms,6.5,北大西洋海岭,天然地震
2010-5-23 21:28:14,4.10,35.90,10,Ms,5.1,阿尔及利亚,天然地震
2010-5-16 14:52:40,3.90,35.90,10,Ms,5.0,阿尔及利亚,天然地震
2010-5-16 11:51:29,4.10,35.90,10,Ms,4.3,阿尔及利亚,天然地震
2010-5-15 02:49:55,51.60,29.30,32,Ms,4.9,伊朗南部,天然地震
2010-5-14 21:25:31,-29.70,39.60,22,Ms,4.9,亚速尔群岛,天然地震
2010-5-14 20:29:24,4.16,36.70,9,Ms,5.5,阿尔及利亚,天然地震
2010-5-14 17:33:15,55.00,26.80,33,Ms,4.5,伊朗南部,天然地震
2010-5-12 04:23:42,21.58,36.71,58,Ms,4.3,希腊南部,天然地震
2010-5-02 20:24:30,24.25,35.49,45,Ms,4.7,克里特岛,天然地震
2010-4-30 11:51:36,16.10,51.60,10,mb,4.7,波兰,天然地震
2010-4-29 18:32:53,27.40,35.70,10,mB,4.8,克里特岛,天然地震
2010-4-29 00:35:05,27.60,36.30,15,mB,5.0,多德卡尼斯群岛,天然地震
2010-4-28 06:57:53,54.29,27.35,5,Ms,4.8,伊朗南部,天然地震
2010-4-26 18:26:48,26.50,34.90,10,Ms,4.5,克里特岛,天然地震
2010-4-24 23:01:03,25.59,34.08,10,Ms,5.0,地中海东部,天然地震
2010-4-24 12:00:49,66.63,28.26,15,Ms,4.1,巴基斯坦,天然地震
2010-4-22 13:01:35,-45.64,20.21,13,Ms,5.3,北大西洋海岭,天然地震
2010-4-22 02:14:10,50.89,40.34,48,Ms,4.8,里海,天然地震
2010-4-21 15:29:33,67.67,36.03,7,Ms,4.1,兴都库什地区,天然地震
2010-4-20 11:19:29,19.63,36.96,19,mB,4.8,地中海,天然地震
2010-4-19 11:31:13,56.80,37.48,7,Ms,4.5,伊朗,天然地震
2010-4-19 09:26:57,67.73,35.98,9,Ms,4.3,兴都库什地区,天然地震
2010-4-19 05:37:25,67.61,35.84,10,Ms,4.1,兴都库什地区,天然地震
2010-4-19 04:28:47,67.78,35.97,5,Ms,5.8,兴都库什地区,天然地震
2010-4-16 05:25:06,15.46,51.99,10,Ms,4.7,德国,天然地震
2010-4-14 05:57:59,51.07,30.89,10,Ms,4.3,伊朗,天然地震
2010-4-12 19:56:32,58.70,35.00,2,Ms,4.1,伊朗,天然地震
2010-4-12 06:08:09,-3.87,37.48,614,mB,6.1,直布罗陀海峡,天然地震
2010-4-10 16:38:03,6.20,35.90,15,mb,4.3,阿尔及利亚,天然地震
2010-4-09 15:09:12,29.52,36.42,12,Ms,4.5,地中海东部,天然地震
2010-4-06 08:47:01,55.00,39.40,10,mB,4.5,土库曼,天然地震
2010-4-05 06:05:56,22.30,38.50,28,mB,4.9,希腊,天然地震
2010-4-03 09:36:41,16.10,51.50,5,Ms,4.8,波兰,天然地震
2010-4-02 15:37:12,34.23,41.10,5,Ms,4.6,土耳其,天然地震
2010-3-28 07:34:56,27.19,35.14,8,Ms,4.9,克里特岛,天然地震
2010-3-27 03:25:34,26.20,38.10,2,Ms,4.4,多德卡尼斯群岛,天然地震
2010-3-27 02:35:51,26.30,38.20,7,Ms,4.7,多德卡尼斯群岛,天然地震
2010-3-24 22:11:30,40.20,38.80,8,Ms,4.9,土耳其,天然地震
2010-3-24 03:08:41,-36.73,34.48,37,mb,4.6,北大西洋海岭,天然地震
2010-3-24 02:50:26,-36.60,34.80,10,Ms,5.0,北大西洋海岭,天然地震
2010-3-19 09:52:04,55.42,38.00,14,Ms,4.2,伊朗---俄罗斯边境地区,天然地震
2010-3-17 06:01:31,27.66,34.57,43,Ms,4.9,地中海东部,天然地震
2010-3-12 09:53:54,22.71,36.18,90,mb,4.5,地中海,天然地震
2010-3-10 21:37:57,19.74,42.60,10,Ms,5.2,南斯拉夫,天然地震
2010-3-09 10:54:56,22.89,38.54,12,Ms,5.0,希腊,天然地震
2010-3-08 23:04:50,40.10,38.50,10,Ms,4.7,土耳其,天然地震
2010-3-08 21:11:59,21.59,38.24,31,Ms,4.8,希腊南部,天然地震
2010-3-08 19:12:13,40.20,38.90,10,Ms,4.8,土耳其,天然地震
2010-3-08 18:14:23,40.10,38.80,10,Ms,4.9,土耳其,天然地震
2010-3-08 17:00:50,40.23,39.10,10,Ms,5.0,土耳其,天然地震
2010-3-08 15:47:37,40.00,38.49,10,Ms,5.6,土耳其,天然地震
2010-3-08 10:32:31,39.69,39.12,12,Ms,6.3,土耳其,天然地震
2010-3-04 11:24:17,54.50,37.30,9,mB,4.4,伊朗,天然地震
2010-3-02 08:43:12,29.00,39.10,10,Ms,4.5,土耳其,天然地震
2010-2-28 10:22:47,24.78,34.30,42,Ms,4.9,地中海,天然地震
2010-2-24 03:31:43,48.30,32.50,5,mB,5.0,伊朗---伊拉克边境地区,天然地震
2010-2-23 18:25:55,48.30,32.60,69,Ms,5.1,伊朗---伊拉克边境地区,天然地震
2010-2-23 15:27:56,47.49,32.42,33,Ms,4.5,伊拉克,天然地震
2010-2-21 00:36:03,15.22,51.52,10,mB,4.8,德国,天然地震
2010-2-20 17:33:51,49.29,31.30,25,mb,4.0,伊朗---伊拉克边境地区,天然地震
2010-2-20 05:08:53,7.60,56.90,10,Ms,4.5,北海,天然地震
2010-2-19 19:25:46,57.60,35.70,5,mB,4.5,伊朗,天然地震
2010-2-19 05:08:10,49.71,30.83,39,Ms,4.6,伊朗西部,天然地震
2010-2-15 06:14:33,-5.50,34.90,30,mb,4.4,摩洛哥,天然地震
2010-2-13 12:30:42,-42.26,29.04,10,Ms,5.2,北大西洋海岭,天然地震
2010-2-13 11:43:52,60.00,60.30,10,Ms,4.9,乌拉尔山脉地区,天然地震
2010-2-13 09:02:58,-42.70,29.90,10,Ms,5.1,北大西洋海岭,天然地震
2010-2-13 09:00:57,-42.80,29.90,10,Ms,5.1,北大西洋海岭,天然地震
2010-2-12 19:20:37,-42.80,29.70,10,Ms,5.5,北大西洋海岭,天然地震
2010-2-12 05:56:30,25.34,34.10,23,Ms,5.1,地中海,天然地震
2010-2-12 00:29:37,47.20,33.30,10,Ms,4.6,伊朗---伊拉克边境地区,天然地震
2010-2-11 10:25:47,19.06,42.42,9,Ms,4.7,亚得里亚海,天然地震
2010-2-11 03:43:04,22.20,36.00,60,mb,4.3,地中海,天然地震
2010-2-09 03:06:53,-15.16,39.15,13,mB,5.0,北大西洋,天然地震
2010-2-06 12:55:14,15.70,52.01,5,Ms,5.3,波兰,天然地震
2010-2-04 06:39:42,57.67,28.19,10,Ms,4.0,伊朗南部,天然地震
2010-2-02 18:16:28,46.77,38.58,5,Ms,4.2,伊朗西北部---苏联边境地区,天然地震
2010-2-01 12:01:40,38.00,39.50,10,mb,4.1,土耳其,天然地震
2010-1-30 21:47:35,22.50,38.40,10,Ms,4.9,希腊南部,天然地震
2010-1-27 09:47:55,-28.80,49.70,10,Ms,5.2,北大西洋海岭,天然地震
2010-1-26 21:31:12,26.17,35.37,23,mB,5.0,克里特岛,天然地震
2010-1-24 21:18:09,20.70,39.26,27,mb,4.2,希腊,天然地震
2010-1-22 18:59:13,22.00,38.30,10,Ms,5.0,希腊南部,天然地震
2010-1-22 18:53:29,21.37,38.82,12,Ms,4.7,希腊,天然地震
2010-1-22 08:50:31,21.21,38.61,26,Ms,5.1,希腊,天然地震
2010-1-22 08:46:57,22.20,38.87,7,Ms,5.2,希腊,天然地震
2010-1-22 00:57:00,-5.80,34.90,10,mB,4.8,摩洛哥,天然地震
2010-1-20 13:20:01,52.04,35.80,10,Ms,4.1,伊朗,天然地震
2010-1-18 23:56:07,21.70,38.40,15,Ms,5.2,希腊南部,天然地震
2010-1-18 04:16:03,27.60,35.30,20,Ms,4.8,地中海东部,天然地震
2010-1-17 17:34:16,47.86,32.09,37,Ms,4.3,伊朗---伊拉克边境地区,天然地震
2010-1-17 05:26:19,48.30,32.50,50,mB,4.7,伊朗---伊拉克边境地区,天然地震
2010-1-17 04:23:41,48.40,32.60,70,Ms,4.8,伊朗---伊拉克边境地区,天然地震
2010-1-14 12:25:08,22.20,39.20,87,mb,4.5,希腊,天然地震
2010-1-13 18:22:10,53.50,26.90,10,Ms,4.6,伊朗南部,天然地震
2010-1-11 17:45:46,67.40,39.70,30,ML,3.2,乌兹别克东南部,天然地震
2010-1-11 01:17:43,54.90,27.22,10,Ms,4.5,伊朗南部,天然地震
2010-1-10 23:20:38,55.85,27.46,15,Ms,4.4,伊朗南部,天然地震
2010-1-06 22:17:44,54.69,27.78,35,Ms,4.7,伊朗南部,天然地震
2010-1-05 10:47:14,25.03,36.16,123,mB,5.0,克里特岛,天然地震
2010-1-03 07:05:47,-31.32,51.17,9,Ms,4.9,北大西洋海岭,天然地震
2010-1-01 17:37:08,-30.50,42.40,10,Ms,5.2,亚速尔群岛地区,天然地震
2010-1-01 10:34:55,51.81,40.87,51,Ms,4.4,里海,天然地震
2009-12-29 19:08:49,14.51,32.46,10,Ms,4.7,利比亚海岸近海,天然地震
2009-12-28 01:09:07,-30.98,59.40,8,Ms,4.8,北大西洋,天然地震
2009-12-24 00:51:51,55.51,27.22,12,mB,5.0,伊朗南部,天然地震
2009-12-23 12:44:37,26.30,37.60,2,mb,4.5,多德卡尼斯群岛,天然地震
2009-12-22 18:27:29,20.36,40.19,11,Ms,5.0,希腊---阿尔巴尼亚边境地区,天然地震
2009-12-22 14:06:18,31.00,35.78,50,Ms,5.2,地中海东部,天然地震
2009-12-19 17:01:13,15.00,37.80,15,mB,5.0,西西里岛,天然地震
2009-12-19 14:25:56,26.51,36.49,100,mB,4.9,克里特岛,天然地震
2009-12-19 12:16:35,-33.00,52.70,10,Ms,5.2,北大西洋,天然地震
2009-12-17 22:55:35,-30.40,42.50,4,Ms,5.4,亚速尔群岛地区,天然地震
2009-12-17 09:37:43,-9.90,36.40,8,Ms,5.7,北大西洋,天然地震
2009-12-17 03:29:05,15.79,51.69,10,mB,4.8,波兰,天然地震
2009-12-14 14:41:11,-0.19,33.40,10,Ms,5.0,阿尔及利亚,天然地震
2009-12-13 05:37:37,52.84,27.88,35,Ms,4.4,伊朗南部,天然地震
2009-12-13 00:22:11,66.61,28.70,41,Ms,4.7,巴基斯坦,天然地震
2009-12-12 23:23:13,28.22,36.68,43,mB,4.9,多德卡尼斯群岛,天然地震
2009-12-12 09:58:33,53.25,27.94,12,mB,5.0,伊朗南部,天然地震
2009-12-09 20:13:26,-28.85,50.46,10,Ms,5.2,北大西洋海岭,天然地震
2009-12-08 23:45:15,20.30,37.30,10,mb,4.7,地中海,天然地震
2009-12-07 23:06:22,19.41,37.76,10,Ms,4.9,爱奥尼亚海,天然地震
2009-12-05 01:19:45,29.70,37.40,24,Ms,4.9,土耳其,天然地震
2009-12-04 17:34:18,22.14,39.54,8,Ms,4.8,希腊,天然地震
2009-12-04 14:02:17,28.70,37.90,5,Ms,4.9,土耳其,天然地震
2009-12-02 20:37:46,52.92,28.68,5,Ms,4.6,伊朗南部,天然地震
2009-12-02 01:54:00,26.81,35.93,126,mB,5.2,克里特岛,天然地震
2009-11-29 20:23:23,-32.60,37.30,10,Ms,5.2,亚速尔群岛地区,天然地震
2009-11-29 11:25:25,59.90,26.70,10,Ms,4.4,伊朗南部,天然地震
2009-11-26 23:09:10,20.98,36.10,16,Ms,5.0,地中海,天然地震
2009-11-25 18:53:42,28.90,37.90,6,Ms,4.8,土耳其,天然地震
2009-11-24 10:00:03,29.91,36.05,48,Ms,4.8,地中海东部,天然地震
2009-11-23 10:27:08,15.12,39.72,290,mB,5.0,第勒尼安海,天然地震
2009-11-22 10:38:34,-34.40,56.60,10,Ms,4.9,北大西洋,天然地震
2009-11-22 10:01:39,32.70,40.95,4,Ms,4.5,土耳其,天然地震
2009-11-18 08:50:33,50.80,32.00,10,Ms,4.7,伊朗,天然地震
2009-11-16 19:31:15,27.80,35.00,5,mb,4.5,地中海东部,天然地震
2009-11-16 15:31:30,46.73,43.79,15,mb,4.5,高加索东部,天然地震
2009-11-15 21:58:03,-35.10,53.80,10,Ms,5.2,北大西洋,天然地震
2009-11-15 21:52:30,-35.50,54.10,10,Ms,4.9,北大西洋,天然地震
2009-11-15 21:10:55,-35.77,54.28,4,Ms,5.3,北大西洋,天然地震
2009-11-15 20:59:56,-35.61,54.46,5,Ms,5.2,北大西洋,天然地震
2009-11-13 11:08:08,58.13,29.05,22,mB,5.2,伊朗南部,天然地震
2009-11-13 03:01:40,22.52,35.04,26,mB,4.8,地中海,天然地震
2009-11-11 23:50:06,27.30,35.50,48,mb,4.5,克里特岛,天然地震
2009-11-11 17:51:03,20.03,37.75,11,Ms,5.3,爱奥尼亚海,天然地震
2009-11-08 14:51:13,14.45,37.28,18,mB,4.9,地中海,天然地震
2009-11-07 11:13:40,31.88,35.93,73,Ms,4.7,塞浦路斯,天然地震
2009-11-05 02:41:40,-34.68,36.28,8,Ms,5.9,北大西洋海岭,天然地震
2009-11-04 07:26:53,55.84,27.57,66,Ms,4.7,伊朗南部,天然地震
2009-11-03 13:25:03,20.25,37.61,10,Ms,5.9,爱奥尼亚海,天然地震
2009-10-26 01:47:45,63.62,29.52,120,mB,5.4,巴基斯坦西部,天然地震
2009-10-15 04:59:25,26.50,34.30,20,mB,5.2,地中海东部,天然地震
2009-10-13 11:52:02,-28.07,45.97,8,Ms,5.2,北大西洋海岭,天然地震
2009-10-13 08:54:23,46.90,34.90,10,Ms,4.8,伊朗西部,天然地震
2009-10-12 23:01:09,-31.90,37.50,6,Ms,5.1,亚速尔群岛地区,天然地震
2009-10-10 09:40:38,-43.40,28.80,10,Ms,4.7,北大西洋海岭,天然地震
2009-10-09 07:08:33,-27.50,46.10,10,Ms,5.1,北大西洋海岭,天然地震
2009-10-07 14:35:50,23.50,34.70,5,mb,4.5,克里特岛,天然地震
2009-10-06 08:16:01,-27.30,46.50,5,Ms,5.2,北大西洋海岭,天然地震
2009-10-05 13:51:18,-28.10,46.77,8,Ms,5.1,北大西洋海岭,天然地震
2009-10-05 05:50:48,49.70,31.80,10,Ms,5.3,伊朗西部,天然地震
2009-10-04 15:14:04,25.74,34.61,10,Ms,4.9,克里特岛,天然地震
2009-10-04 11:33:23,-27.40,46.50,10,Ms,5.2,北大西洋海岭,天然地震
2009-10-04 08:09:07,-27.40,46.20,9,Ms,5.1,北大西洋海岭,天然地震
2009-10-04 05:58:04,-27.30,46.50,8,Ms,5.2,北大西洋海岭,天然地震
2009-10-04 05:27:15,-27.79,46.56,3,Ms,5.1,北大西洋海岭,天然地震
2009-10-01 03:39:49,56.00,27.00,5,mB,4.6,伊朗南部,天然地震
2009-9-29 14:32:04,55.03,37.35,13,Ms,4.5,伊朗,天然地震
2009-9-26 12:57:04,25.15,33.94,29,Ms,4.9,地中海,天然地震
2009-9-26 10:52:05,24.77,33.98,33,Ms,4.8,地中海,天然地震
2009-9-24 05:07:09,67.18,39.50,32,ML,3.3,乌兹别克东南部,天然地震
2009-9-20 11:50:14,13.40,43.50,25,Ms,4.6,意大利中部,天然地震
2009-9-18 06:53:03,19.90,39.90,10,mb,4.7,希腊---阿尔巴尼亚边境地区,天然地震
2009-9-16 22:09:38,32.77,34.42,21,mB,5.1,地中海东部,天然地震
2009-9-16 00:30:58,25.60,33.90,10,Ms,4.9,地中海东部,天然地震
2009-9-15 11:16:09,14.33,39.18,260,mB,4.7,西西里岛,天然地震
2009-9-15 09:13:33,25.24,34.66,8,Ms,4.6,克里特岛,天然地震
2009-9-15 07:06:26,26.19,34.10,11,mb,4.3,地中海东部,天然地震
2009-9-15 04:04:31,11.11,44.54,7,mB,5.0,意大利北部,天然地震
2009-9-13 15:43:46,25.35,34.58,10,Ms,4.8,克里特岛,天然地震
2009-9-13 02:42:53,20.42,41.72,4,mb,4.4,阿尔巴尼亚,天然地震
2009-9-12 20:12:51,25.50,34.10,20,Ms,4.4,地中海东部,天然地震
2009-9-12 17:41:16,42.85,42.92,8,Ms,4.5,高加索西部,天然地震
