发震日期（北京时间）,经度(°),纬度(°),震源深度(Km),震级类型,震级,震中位置,事件类型
2017-7-09 19:35:25,64.80,27.36,48,Ms,3.9,巴基斯坦西部,天然地震
2017-7-03 19:18:17,21.00,41.10,5,Ms,4.8,希腊,天然地震
2017-6-30 09:34:56,-38.58,33.83,11,Ms,5.9,北大西洋海岭,天然地震
2017-6-22 10:48:51,26.50,38.80,10,Ms,4.7,爱琴海,天然地震
2017-6-18 03:50:02,25.99,38.65,29,Ms,5.1,爱琴海,天然地震
2017-6-12 20:28:38,26.20,38.90,10,Ms,6.5,爱琴海,天然地震
2017-6-08 02:25:39,45.80,41.40,10,Ms,4.2,高加索东部,天然地震
2017-6-07 17:06:12,-34.25,57.22,8,Ms,4.9,北大西洋,天然地震
2017-6-07 02:12:28,51.70,30.80,10,Ms,4.4,伊朗,天然地震
2017-6-01 04:25:25,16.10,51.60,5,mB,4.8,波兰,天然地震
2017-5-28 19:04:59,27.80,38.70,10,Ms,4.8,土耳其,天然地震
2017-5-27 23:53:16,26.97,38.49,10,Ms,4.9,多德卡尼斯群岛,天然地震
2017-5-17 19:30:32,27.50,35.90,12,Ms,4.5,多德卡尼斯群岛,天然地震
2017-5-14 02:00:59,57.30,37.70,5,Ms,5.9,伊朗,天然地震
2017-5-12 01:58:01,40.70,40.10,3,Ms,4.7,土耳其,天然地震
2017-5-11 11:24:18,48.40,39.70,48,Ms,4.6,伊朗西北部,天然地震
2017-5-03 16:53:36,47.00,42.30,10,Ms,4.6,高加索东部,天然地震
2017-5-03 05:12:11,60.92,35.82,7,Ms,5.2,伊朗,天然地震
2017-4-28 05:27:27,60.84,22.28,23,Ms,4.4,阿拉伯海,天然地震
2017-4-28 05:16:58,12.78,43.30,6,Ms,4.8,中部意大利,天然地震
2017-4-27 20:04:23,21.13,35.40,13,Ms,4.6,地中海,天然地震
2017-4-21 21:09:14,28.29,38.51,6,Ms,4.7,土耳其,天然地震
2017-4-14 00:22:11,28.31,37.29,5,Ms,5.1,多德卡尼斯群岛,天然地震
2017-4-08 21:52:57,19.63,41.54,18,Ms,4.6,阿尔巴尼亚,天然地震
2017-4-06 04:07:28,61.00,35.85,10,Ms,4.8,伊朗,天然地震
2017-4-05 15:47:29,60.61,35.94,7,Ms,4.5,伊朗,天然地震
2017-4-05 14:09:08,60.41,35.83,5,Ms,6.4,伊朗,天然地震
2017-4-01 01:25:25,-32.30,52.70,20,Ms,5.3,北大西洋,天然地震
2017-3-29 14:35:14,-29.60,39.90,10,Ms,5.4,亚速尔群岛,天然地震
2017-3-24 09:23:29,67.37,29.38,10,Ms,4.8,巴基斯坦,天然地震
2017-3-18 08:31:31,65.71,27.21,11,Ms,4.5,巴基斯坦,天然地震
2017-3-03 03:13:13,-27.40,61.40,10,Ms,4.8,北大西洋,天然地震
2017-3-02 19:07:25,38.50,37.60,11,Ms,5.7,土耳其,天然地震
2017-3-01 17:08:12,-29.07,49.73,7,Ms,5.0,北大西洋海岭,天然地震
2017-3-01 07:27:32,26.10,39.50,9,Ms,4.6,爱琴海,天然地震
2017-2-16 08:18:57,25.50,39.69,23,Ms,4.4,爱琴海,天然地震
2017-2-16 07:01:19,24.90,34.60,10,Ms,4.4,克里特岛,天然地震
2017-2-12 21:48:13,25.82,39.28,21,Ms,5.0,爱琴海,天然地震
2017-2-10 16:55:19,25.46,39.26,10,mB,5.2,爱琴海,天然地震
2017-2-08 23:08:20,26.30,45.50,127,mB,5.0,罗马尼亚,天然地震
2017-2-08 19:02:35,63.52,25.08,8,Ms,5.2,巴基斯坦海岸近海,天然地震
2017-2-08 06:03:52,63.28,25.07,10,Ms,6.5,巴基斯坦海岸近海,天然地震
2017-2-07 10:24:01,25.81,39.54,19,Ms,5.1,爱琴海,天然地震
2017-2-06 20:54:30,54.84,39.37,14,Ms,4.3,土库曼斯坦,天然地震
2017-2-06 19:45:01,26.10,39.50,13,Ms,4.9,爱琴海,天然地震
2017-2-06 18:57:59,26.10,39.50,6,Ms,4.9,爱琴海,天然地震
2017-2-06 11:51:34,25.32,39.46,10,Ms,5.2,爱琴海,天然地震
2017-2-05 23:59:07,54.82,39.36,8,Ms,4.5,土库曼斯坦,天然地震
2017-2-05 21:46:25,54.85,39.30,12,Ms,4.8,土库曼斯坦,天然地震
2017-2-05 18:39:37,54.80,39.30,5,Ms,4.3,土库曼斯坦,天然地震
2017-2-03 12:10:04,12.67,43.07,15,Ms,5.1,中部意大利,天然地震
2017-1-31 08:54:59,-36.85,34.97,10,Ms,5.5,北大西洋海岭,天然地震
2017-1-29 16:51:01,66.10,26.70,10,Ms,4.8,巴基斯坦,天然地震
2017-1-28 01:07:54,19.34,41.12,14,Ms,4.9,亚得里亚海,天然地震
2017-1-26 02:50:52,26.40,35.40,70,Ms,4.9,克里特岛,天然地震
2017-1-25 13:41:38,57.00,28.50,5,Ms,4.2,伊朗南部,天然地震
2017-1-21 16:23:10,56.48,29.18,13,mB,4.9,伊朗南部,天然地震
2017-1-21 06:58:35,51.80,29.85,10,Ms,4.5,伊朗南部,天然地震
2017-1-18 21:33:35,13.07,42.87,8,Ms,5.4,中部意大利,天然地震
2017-1-18 19:07:34,12.92,42.83,4,Ms,4.9,中部意大利,天然地震
2017-1-18 18:25:22,13.33,42.60,5,Ms,5.9,中部意大利,天然地震
2017-1-18 18:14:10,13.30,42.50,9,Ms,6.0,中部意大利,天然地震
2017-1-18 17:25:40,13.30,42.50,9,Ms,5.4,中部意大利,天然地震
2017-1-17 18:41:14,51.60,29.60,10,Ms,4.6,伊朗南部,天然地震
2017-1-10 20:44:44,21.11,37.85,6,Ms,4.5,爱奥尼亚海,天然地震
2017-1-09 17:53:13,21.70,38.40,7,Ms,4.8,希腊南部,天然地震
2017-1-06 10:33:28,53.10,28.20,10,Ms,4.9,伊朗南部,天然地震
2016-12-28 07:20:56,26.60,45.70,91,mB,5.5,罗马尼亚,天然地震
2016-12-28 04:56:21,55.90,37.20,10,Ms,4.7,伊朗,天然地震
2016-12-28 03:31:01,22.48,37.02,13,Ms,5.0,希腊南部,天然地震
2016-12-27 20:41:28,56.80,28.20,66,Ms,5.1,伊朗南部,天然地震
2016-12-20 14:03:36,26.32,36.32,108,mB,5.3,克里特岛,天然地震
2016-12-05 22:24:51,58.88,27.81,82,Ms,4.6,伊朗南部,天然地震
2016-12-01 17:21:43,57.56,30.55,7,Ms,4.6,伊朗,天然地震
2016-11-29 08:19:25,23.32,34.59,8,Ms,4.8,地中海,天然地震
2016-11-19 07:22:45,22.80,41.00,5,Ms,4.8,希腊,天然地震
2016-11-18 15:42:19,6.27,34.91,7,Ms,5.0,阿尔及利亚,天然地震
2016-11-10 20:12:38,22.10,41.33,8,Ms,5.2,希腊,天然地震
2016-11-05 13:46:05,-41.10,30.80,10,Ms,4.8,北大西洋海岭,天然地震
2016-11-03 08:35:00,12.81,43.19,13,Ms,4.8,中部意大利,天然地震
2016-11-01 15:56:39,13.20,43.00,10,Ms,4.9,中部意大利,天然地震
2016-11-01 00:02:38,61.44,20.53,10,Ms,5.7,阿拉伯海,天然地震
2016-10-30 14:40:16,13.10,42.90,5,Ms,6.9,中部意大利,天然地震
2016-10-30 13:27:02,39.65,44.17,10,Ms,4.5,高加索西部,天然地震
2016-10-29 20:20:12,-42.50,29.90,10,Ms,4.9,北大西洋海岭,天然地震
2016-10-29 04:02:46,13.44,39.44,445,mB,5.7,西西里岛,天然地震
2016-10-28 22:02:27,56.46,30.71,26,Ms,4.3,伊朗,天然地震
2016-10-27 05:42:02,12.99,43.37,10,Ms,4.8,中部意大利,天然地震
2016-10-27 03:18:07,13.09,42.94,10,Ms,6.5,中部意大利,天然地震
2016-10-27 01:10:36,13.03,43.06,7,Ms,5.8,中部意大利,天然地震
2016-10-26 22:15:36,54.46,39.53,11,Ms,5.5,土库曼,天然地震
2016-10-20 23:10:26,56.35,30.64,10,Ms,4.7,伊朗,天然地震
2016-10-19 20:18:40,30.05,36.10,52,Ms,4.8,地中海东部,天然地震
2016-10-16 11:40:14,20.37,39.66,9,Ms,4.7,希腊---阿尔巴尼亚边境地区,天然地震
2016-10-16 10:21:00,20.83,40.13,5,Ms,4.8,希腊---阿尔巴尼亚边境地区,天然地震
2016-10-16 09:31:59,20.31,39.87,10,Ms,4.5,希腊---阿尔巴尼亚边境地区,天然地震
2016-10-16 08:48:10,20.36,39.72,11,Ms,5.0,希腊---阿尔巴尼亚边境地区,天然地震
2016-10-16 08:41:12,20.59,39.79,18,Ms,5.0,希腊---阿尔巴尼亚边境地区,天然地震
2016-10-16 08:09:53,20.51,39.41,20,Ms,4.6,希腊,天然地震
2016-10-16 04:14:39,20.06,39.37,10,Ms,5.6,爱奥尼亚海,天然地震
2016-10-15 16:18:32,30.70,42.20,10,Ms,5.1,土耳其,天然地震
2016-10-14 09:43:47,50.00,31.00,10,Ms,4.5,伊朗西部,天然地震
2016-10-13 14:03:50,68.00,36.50,10,Ms,4.2,兴都库什地区,天然地震
2016-10-09 20:48:24,2.30,62.40,5,Ms,4.9,挪威海,天然地震
2016-9-28 15:17:28,21.80,36.70,10,Ms,4.6,希腊南部,天然地震
2016-9-28 04:57:07,27.60,36.40,90,Ms,4.7,多德卡尼斯群岛,天然地震
2016-9-24 07:11:20,26.60,45.70,80,Ms,5.5,罗马尼亚,天然地震
2016-9-19 11:59:41,20.15,38.33,5,Ms,4.8,爱奥尼亚海,天然地震
2016-9-11 21:10:07,21.50,42.00,9,Ms,5.1,南斯拉夫,天然地震
2016-9-10 01:17:52,-45.90,22.10,10,Ms,5.2,北大西洋海岭,天然地震
2016-9-06 04:06:22,-42.04,31.29,15,Ms,5.1,北大西洋海岭,天然地震
2016-8-28 17:54:59,-35.00,38.50,15,Ms,4.9,北大西洋,天然地震
2016-8-26 18:19:22,62.11,28.50,13,Ms,4.1,伊朗南部,天然地震
2016-8-26 12:28:25,12.82,42.50,23,Ms,4.9,中部意大利,天然地震
2016-8-24 19:50:29,13.02,42.80,12,Ms,5.3,中部意大利,天然地震
2016-8-24 10:33:25,12.92,42.64,5,Ms,5.5,中部意大利,天然地震
2016-8-24 09:56:00,13.20,42.70,5,mb,4.6,中部意大利,天然地震
2016-8-24 09:36:30,13.00,42.65,10,Ms,6.5,意大利,天然地震
2016-8-08 19:50:27,67.77,39.93,10,Ms,3.9,乌兹别克东南部,天然地震
2016-8-07 16:15:03,37.60,47.20,10,Ms,4.5,俄罗斯西南部,天然地震
2016-8-01 12:46:34,47.90,39.90,20,Ms,4.9,伊朗西北部,天然地震
2016-7-31 01:26:15,22.56,35.30,13,Ms,4.6,地中海,天然地震
2016-7-17 09:31:44,-41.80,30.70,10,Ms,5.2,北大西洋海岭,天然地震
2016-7-16 02:02:47,-35.43,35.07,7,Ms,5.5,北大西洋海岭,天然地震
2016-7-15 01:18:16,50.90,31.80,5,Ms,4.4,伊朗,天然地震
2016-7-14 16:36:24,-29.83,41.27,10,Ms,5.6,亚速尔群岛地区,天然地震
2016-7-12 18:14:00,43.44,41.46,22,Ms,4.6,土耳其,天然地震
2016-7-11 05:33:58,67.23,31.30,20,Ms,5.1,巴基斯坦,天然地震
2016-7-07 07:58:22,56.08,27.88,15,Ms,4.4,伊朗南部,天然地震
2016-7-02 11:49:48,51.30,29.30,10,Ms,4.3,波斯湾,天然地震
2016-6-30 06:56:16,57.96,37.55,10,Ms,4.6,伊朗,天然地震
2016-6-28 05:34:22,26.11,34.38,29,Ms,4.9,地中海东部,天然地震
2016-6-26 16:13:43,-33.25,57.85,12,Ms,4.6,北大西洋,天然地震
2016-6-26 01:54:17,-35.73,53.98,10,Ms,5.3,北大西洋,天然地震
2016-6-22 00:26:33,-44.97,22.61,10,Ms,6.4,北大西洋海岭,天然地震
2016-6-22 00:12:53,-45.10,22.70,10,mb,5.1,北大西洋海岭,天然地震
2016-6-05 00:38:21,20.24,38.25,5,Ms,4.5,爱奥尼亚海,天然地震
2016-6-01 01:35:13,3.50,36.30,15,Ms,4.6,阿尔及利亚,天然地震
2016-5-29 07:54:51,3.50,36.40,10,Ms,5.3,阿尔及利亚,天然地震
2016-5-25 16:36:09,25.66,34.83,26,Ms,5.2,克里特岛,天然地震
2016-5-25 01:52:00,57.60,37.60,5,Ms,4.6,伊朗,天然地震
2016-5-22 16:58:32,23.73,41.42,6,mB,5.0,希腊,天然地震
2016-5-22 00:41:26,20.84,40.83,15,Ms,4.7,希腊,天然地震
2016-5-16 17:19:02,3.50,36.30,10,Ms,4.6,阿尔及利亚,天然地震
2016-5-16 09:45:51,33.96,28.19,10,Ms,4.8,埃及,天然地震
2016-5-13 15:01:09,66.61,30.97,6,Ms,5.8,巴基斯坦,天然地震
2016-5-13 14:59:29,66.50,30.70,10,Ms,5.7,巴基斯坦,天然地震
2016-4-26 08:33:34,50.51,31.70,24,Ms,4.2,伊朗,天然地震
2016-4-16 08:10:38,25.84,34.81,8,Ms,4.7,克里特岛,天然地震
2016-4-13 02:42:59,-29.68,50.18,19,Ms,5.2,北大西洋海岭,天然地震
2016-4-11 01:48:51,3.50,36.30,10,Ms,4.9,阿尔及利亚,天然地震
2016-4-08 00:13:44,-40.20,32.40,10,Ms,4.8,北大西洋海岭,天然地震
2016-4-05 20:12:03,67.17,39.28,12,Ms,4.7,乌兹别克斯坦东南部,天然地震
2016-4-03 08:46:14,25.62,33.99,15,Ms,4.7,地中海东部,天然地震
2016-3-31 15:15:19,50.70,31.80,30,Ms,4.8,伊朗,天然地震
2016-3-29 09:05:28,20.41,37.85,8,Ms,5.3,爱奥尼亚海,天然地震
2016-3-29 00:18:28,66.10,27.80,10,Ms,4.3,巴基斯坦,天然地震
2016-3-21 22:48:54,66.53,28.05,15,Ms,5.9,巴基斯坦,天然地震
2016-3-17 00:27:32,-3.80,35.30,10,Ms,5.0,摩洛哥,天然地震
2016-3-15 12:40:36,-3.70,35.70,10,Ms,5.5,直布罗陀海峡,天然地震
2016-3-15 01:26:49,58.40,37.30,10,Ms,4.0,伊朗,天然地震
2016-3-12 23:17:10,-3.66,36.13,10,Ms,4.9,直布罗陀海峡,天然地震
2016-3-12 23:04:02,-3.69,35.89,6,Ms,4.8,直布罗陀海峡,天然地震
2016-3-12 20:40:37,23.50,35.20,10,Ms,4.6,克里特岛,天然地震
2016-3-11 12:16:46,-3.63,36.20,8,Ms,4.9,直布罗陀海峡,天然地震
2016-2-22 11:46:01,-3.59,36.18,9,Ms,5.3,直布罗陀海峡,天然地震
2016-2-18 10:40:19,26.40,34.80,10,Ms,4.6,克里特岛,天然地震
2016-2-16 02:54:55,21.74,37.50,7,Ms,5.0,希腊南部,天然地震
2016-2-09 15:19:30,-43.70,28.50,10,Ms,4.8,北大西洋海岭,天然地震
2016-2-09 07:26:42,-43.80,28.30,10,Ms,5.4,北大西洋海岭,天然地震
2016-2-09 07:03:23,-43.80,28.30,10,Ms,5.2,北大西洋海岭,天然地震
2016-2-09 04:39:44,-43.33,28.06,12,Ms,5.3,北大西洋海岭,天然地震
2016-2-06 07:01:18,25.02,34.76,5,Ms,4.8,克里特岛,天然地震
2016-2-01 00:25:24,-3.33,36.53,10,Ms,4.8,直布罗陀海峡,天然地震
2016-1-27 14:32:07,-3.63,36.36,6,Ms,4.8,直布罗陀海峡,天然地震
2016-1-25 14:10:40,-4.00,35.60,10,Ms,5.6,直布罗陀海峡,天然地震
2016-1-25 13:54:04,-3.80,35.60,15,Ms,5.6,直布罗陀海峡,天然地震
2016-1-25 12:34:18,-3.80,35.70,10,mB,5.9,直布罗陀海峡,天然地震
2016-1-25 12:30:55,-3.92,36.35,10,mB,5.5,直布罗陀海峡,天然地震
2016-1-25 12:22:01,-3.65,35.67,10,Ms,6.9,直布罗陀海峡,天然地震
2016-1-23 04:51:44,54.98,28.33,34,Ms,5.0,伊朗南部,天然地震
2016-1-22 03:28:58,55.00,27.20,10,mB,4.9,伊朗南部,天然地震
2016-1-21 21:47:21,-3.18,36.34,4,Ms,5.2,直布罗陀海峡,天然地震
2016-1-11 01:40:47,34.40,39.60,4,Ms,4.7,土耳其,天然地震
2016-1-06 07:11:49,26.80,36.50,148,mB,4.9,多德卡尼斯群岛,天然地震
2016-1-05 15:17:15,32.70,34.30,30,Ms,5.0,地中海东部,天然地震
2016-1-04 00:47:31,67.60,35.60,20,Ms,4.2,兴都库什地区,天然地震
2015-12-26 19:00:50,27.08,35.29,58,Ms,4.9,克里特岛,天然地震
2015-12-25 06:39:17,52.03,40.16,5,Ms,4.5,里海,天然地震
2015-12-24 00:17:50,-28.10,45.10,10,Ms,5.3,北大西洋海岭,天然地震
2015-12-05 03:23:09,51.36,28.65,30,Ms,4.8,波斯湾,天然地震
2015-12-03 07:27:06,40.20,39.30,5,Ms,5.4,土耳其,天然地震
2015-11-29 08:28:09,37.80,38.80,5,Ms,4.9,土耳其,天然地震
2015-11-26 05:17:16,49.60,31.80,10,Ms,5.3,伊朗西部,天然地震
2015-11-24 00:58:05,64.18,30.03,10,Ms,4.5,巴基斯坦西部,天然地震
2015-11-18 21:03:12,20.50,38.70,5,Ms,5.0,希腊,天然地震
2015-11-18 20:15:34,20.50,38.90,5,Ms,5.1,希腊,天然地震
2015-11-17 16:33:37,20.25,38.75,15,Ms,5.4,爱奥尼亚海,天然地震
2015-11-17 15:10:07,20.55,38.75,10,Ms,6.6,希腊,天然地震
2015-11-08 23:01:22,67.00,27.80,10,Ms,4.5,巴基斯坦,天然地震
2015-10-31 23:14:19,47.05,32.28,20,mB,4.6,伊拉克,天然地震
2015-10-27 21:15:04,65.89,27.31,23,Ms,4.9,巴基斯坦,天然地震
2015-10-25 23:46:02,22.00,37.60,8,Ms,4.8,希腊南部,天然地震
2015-10-21 22:33:33,65.90,27.30,10,Ms,4.1,巴基斯坦,天然地震
2015-10-20 23:42:22,50.20,31.80,10,Ms,4.4,伊朗西部,天然地震
2015-10-19 22:17:03,64.06,28.83,81,Ms,4.6,巴基斯坦西部,天然地震
2015-10-13 05:37:29,57.10,38.40,10,Ms,5.4,伊朗,天然地震
2015-10-12 10:16:07,26.07,34.60,19,Ms,4.6,克里特岛,天然地震
2015-10-09 22:39:16,36.66,40.71,16,Ms,4.8,土耳其,天然地震
2015-10-07 05:27:27,29.49,36.08,29,Ms,4.9,地中海东部,天然地震
2015-9-29 17:12:36,24.34,34.65,38,Ms,4.9,克里特岛,天然地震
2015-9-28 08:32:34,-45.70,20.30,10,Ms,5.3,北大西洋海岭,天然地震
2015-9-26 12:51:55,-44.10,60.70,10,Ms,4.9,格陵兰西部,天然地震
2015-9-25 14:10:23,46.70,32.70,10,Ms,5.1,伊朗,天然地震
2015-9-17 03:52:12,27.56,35.20,42,Ms,4.6,地中海东部,天然地震
2015-9-04 12:49:38,47.40,41.00,15,Ms,5.5,高加索东部,天然地震
2015-8-30 22:38:41,58.01,37.09,4,Ms,4.7,伊朗,天然地震
2015-8-27 08:25:06,25.20,34.31,54,Ms,4.9,地中海,天然地震
2015-8-26 01:36:29,52.05,35.40,10,Ms,4.4,伊朗,天然地震
2015-8-19 05:19:40,31.30,35.50,35,Ms,4.7,地中海东部,天然地震
2015-8-15 02:03:01,-45.52,20.92,11,Ms,5.4,北大西洋海岭,天然地震
2015-8-03 21:16:03,66.24,27.59,20,Ms,5.3,巴基斯坦,天然地震
2015-7-31 18:06:29,57.31,30.05,30,Ms,5.4,伊朗南部,天然地震
2015-7-30 06:00:51,34.90,36.50,10,Ms,4.6,土耳其,天然地震
2015-7-29 11:12:34,64.63,25.61,12,Ms,4.9,巴基斯坦西部,天然地震
2015-7-26 00:10:41,57.41,30.01,31,Ms,4.4,伊朗南部,天然地震
2015-7-24 17:58:35,26.66,36.67,139,mB,5.0,多德卡尼斯群岛,天然地震
2015-7-24 10:39:41,26.30,40.20,11,Ms,4.6,爱琴海,天然地震
2015-7-16 14:21:54,-35.46,55.83,7,Ms,5.0,北大西洋,天然地震
2015-7-15 19:25:58,66.10,27.48,6,Ms,5.3,巴基斯坦,天然地震
2015-7-12 02:27:40,45.07,36.02,8,mB,4.9,伊拉克,天然地震
2015-6-27 23:34:00,34.70,28.90,10,Ms,5.3,埃及,天然地震
2015-6-21 03:52:43,25.83,34.14,46,Ms,4.5,地中海东部,天然地震
2015-6-10 05:49:45,26.54,35.27,10,Ms,5.2,克里特岛,天然地震
2015-6-09 09:08:58,23.15,38.38,5,Ms,5.1,希腊南部,天然地震
2015-5-17 19:16:49,61.00,23.66,26,Ms,4.6,阿曼湾,天然地震
2015-5-15 00:01:18,61.06,24.00,15,Ms,4.5,阿曼湾,天然地震
2015-5-11 06:08:59,50.00,36.80,2,mb,4.4,伊朗西部,天然地震
2015-5-09 16:22:39,15.19,38.58,212,mB,4.7,西西里岛,天然地震
2015-5-06 11:49:51,25.00,34.50,45,mB,5.1,克里特岛,天然地震
2015-5-04 19:30:34,60.84,26.12,31,Ms,4.4,伊朗南部,天然地震
2015-4-30 14:29:54,-29.30,38.50,10,Ms,4.6,亚速尔群岛,天然地震
2015-4-29 10:37:44,53.50,27.50,5,Ms,4.7,伊朗南部,天然地震
2015-4-27 13:34:32,53.50,26.40,30,Ms,4.5,波斯湾,天然地震
2015-4-19 00:46:47,22.74,36.67,36,Ms,4.7,希腊南部,天然地震
2015-4-17 10:05:42,26.55,34.97,56,Ms,5.2,克里特岛,天然地震
2015-4-17 03:02:11,26.58,34.96,30,Ms,5.2,克里特岛,天然地震
2015-4-17 02:52:32,26.36,34.92,23,Ms,5.3,克里特岛,天然地震
2015-4-17 02:07:40,26.85,35.10,20,Ms,6.1,克里特岛,天然地震
2015-4-15 16:25:11,32.40,34.70,20,Ms,5.1,塞浦路斯,天然地震
2015-4-14 16:00:02,26.54,34.58,25,Ms,4.9,克里特岛,天然地震
2015-4-13 00:48:16,53.00,27.40,10,Ms,4.9,波斯湾,天然地震
2015-4-10 14:23:11,51.90,28.30,5,Ms,4.6,波斯湾,天然地震
2015-4-06 09:26:31,45.10,40.20,10,mB,4.8,伊朗西北部,天然地震
2015-4-02 00:58:57,59.23,29.02,10,Ms,4.5,伊朗南部,天然地震
2015-3-29 12:16:10,57.13,26.98,10,Ms,4.4,伊朗南部,天然地震
2015-3-28 07:34:53,26.11,35.67,96,mB,5.0,克里特岛,天然地震
2015-3-23 06:45:19,51.61,40.44,30,Ms,5.0,里海,天然地震
2015-3-22 06:55:57,5.87,36.27,9,Ms,5.0,阿尔及利亚,天然地震
2015-3-15 19:22:12,5.60,35.70,10,Ms,4.8,阿尔及利亚,天然地震
2015-3-13 21:33:03,22.76,36.47,19,Ms,4.7,地中海,天然地震
2015-3-06 06:54:43,56.34,28.09,10,Ms,4.6,伊朗南部,天然地震
2015-2-25 16:34:45,51.00,31.50,10,Ms,4.6,伊朗,天然地震
2015-2-24 00:16:27,-2.60,39.00,8,Ms,5.3,西班牙,天然地震
2015-2-23 01:10:51,-45.85,20.04,19,Ms,5.2,北大西洋海岭,天然地震
2015-2-16 19:52:42,29.98,37.12,12,Ms,4.7,土耳其,天然地震
2015-2-15 16:04:42,47.00,32.80,45,Ms,4.7,伊朗,天然地震
2015-2-15 12:36:33,-33.50,52.70,10,Ms,4.9,北大西洋,天然地震
2015-2-14 05:25:16,-32.50,52.50,10,mb,4.6,北大西洋,天然地震
2015-2-14 03:33:08,-32.01,52.56,10,mB,5.1,北大西洋,天然地震
2015-2-14 02:59:10,-31.95,52.60,10,Ms,6.9,北大西洋,天然地震
2015-2-14 02:58:02,-31.91,52.61,6,mB,5.3,北大西洋,天然地震
2015-2-14 02:48:17,-31.90,52.70,10,Ms,5.6,北大西洋,天然地震
2015-2-13 09:00:44,57.06,29.95,29,Ms,4.3,伊朗南部,天然地震
2015-2-06 16:52:29,14.98,38.95,271,mB,4.9,西西里岛,天然地震
2015-2-06 00:17:44,24.88,35.08,13,Ms,4.7,克里特岛,天然地震
2015-1-28 23:54:33,24.78,34.31,29,Ms,5.0,地中海,天然地震
2015-1-26 11:30:08,48.32,41.24,27,Ms,4.6,高加索东部,天然地震
2015-1-26 04:11:19,55.73,27.59,30,Ms,4.8,伊朗南部,天然地震
2015-1-14 01:51:57,-17.40,64.60,5,Ms,4.9,冰岛,天然地震
2015-1-13 19:19:07,22.51,36.50,68,Ms,5.2,希腊南部,天然地震
2015-1-11 16:47:57,-34.90,52.90,10,Ms,4.9,北大西洋,天然地震
2015-1-11 01:03:06,51.90,28.70,10,Ms,4.8,伊朗南部,天然地震
2015-1-09 02:47:09,-17.80,64.60,5,Ms,5.1,冰岛,天然地震
2015-1-05 21:42:35,52.00,28.60,10,Ms,4.7,伊朗南部,天然地震
2015-1-01 16:49:53,51.90,28.80,10,Ms,4.6,伊朗南部,天然地震
2014-12-30 12:19:33,52.00,28.70,5,Ms,5.2,伊朗南部,天然地震
2014-12-30 08:11:11,-17.86,64.99,4,Ms,4.7,冰岛,天然地震
2014-12-30 04:34:05,18.73,41.21,10,Ms,4.7,亚得里亚海,天然地震
2014-12-27 15:25:38,-35.40,55.50,10,Ms,5.2,北大西洋,天然地震
2014-12-27 01:55:15,3.18,36.74,4,Ms,4.7,阿尔及利亚,天然地震
2014-12-26 06:53:23,-17.40,64.60,5,Ms,5.3,冰岛,天然地震
2014-12-17 21:58:47,-17.72,64.53,4,Ms,5.3,冰岛,天然地震
2014-12-13 12:59:58,-44.50,27.00,10,Ms,5.0,北大西洋海岭,天然地震
2014-12-13 04:45:40,50.50,30.40,3,Ms,4.8,伊朗南部,天然地震
2014-12-08 05:04:00,27.20,45.90,10,Ms,5.0,罗马尼亚,天然地震
2014-12-06 14:20:49,25.79,38.84,8,Ms,5.0,爱琴海,天然地震
2014-12-06 09:45:01,25.70,38.76,8,Ms,5.0,爱琴海,天然地震
2014-12-06 05:04:56,-17.26,64.74,7,Ms,5.4,冰岛,天然地震
2014-12-05 05:16:27,26.20,38.60,5,Ms,4.6,爱琴海,天然地震
2014-12-02 10:18:29,-17.80,64.70,8,Ms,5.2,冰岛,天然地震
2014-12-01 20:52:31,-17.75,64.44,7,Ms,5.4,冰岛,天然地震
2014-11-28 14:14:04,-17.60,64.90,5,Ms,4.9,冰岛,天然地震
2014-11-23 21:17:58,56.50,26.50,10,Ms,4.4,伊朗南部,天然地震
2014-11-23 17:22:47,-17.46,64.61,5,Ms,5.0,冰岛,天然地震
2014-11-23 03:14:15,27.20,45.90,39,Ms,5.6,罗马尼亚,天然地震
2014-11-22 21:45:23,66.70,36.50,10,Ms,5.5,兴都库什地区,天然地震
2014-11-18 15:59:12,-40.70,31.70,10,Ms,5.4,北大西洋海岭,天然地震
2014-11-18 07:09:03,23.40,38.60,11,Ms,5.2,希腊,天然地震
2014-11-18 07:05:55,23.40,38.70,11,Ms,5.2,希腊,天然地震
2014-11-16 09:37:16,-17.05,64.92,6,Ms,5.1,冰岛,天然地震
2014-11-16 03:56:21,55.40,28.30,30,Ms,4.4,伊朗南部,天然地震
2014-11-14 19:25:46,-17.34,64.84,3,Ms,5.5,冰岛,天然地震
2014-11-13 08:38:59,53.49,26.90,20,Ms,4.5,波斯湾,天然地震
2014-11-13 04:05:26,-40.12,31.51,10,Ms,5.3,北大西洋海岭,天然地震
2014-11-11 18:05:43,55.59,28.11,39,Ms,4.3,伊朗南部,天然地震
2014-11-11 06:39:59,-17.80,64.70,5,Ms,4.9,冰岛,天然地震
2014-11-10 21:52:31,55.33,27.89,5,Ms,5.2,伊朗南部,天然地震
2014-11-10 14:16:38,28.80,37.10,5,Ms,4.8,多德卡尼斯群岛,天然地震
2014-11-10 05:19:38,-17.50,64.40,5,Ms,5.3,冰岛,天然地震
2014-11-09 07:15:38,20.36,38.13,5,Ms,5.2,爱奥尼亚海,天然地震
2014-11-08 01:12:56,22.10,38.30,9,Ms,4.9,希腊南部,天然地震
